年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,百日咳_報告,百日咳_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2016,18,愛媛県,30,0.54,1,,15,0.41,60,1.62,173,4.68,15,0.41,3,0.08,12,0.32,18,0.49,1,0.03,1,0.03,4,0.11,-,-,4,0.50,-,-,-,-,-,-,-,-,3,0.50
2016,18,高知県,33,0.69,5,,2,0.07,44,1.47,104,3.47,15,0.50,-,-,3,0.10,5,0.17,-,-,1,0.03,21,0.70,-,-,1,0.33,-,-,1,0.13,5,0.63,-,-,3,0.38
2016,18,福岡県,207,1.05,62,,66,0.55,215,1.79,659,5.49,59,0.49,9,0.08,43,0.36,79,0.66,4,0.03,17,0.14,97,0.81,-,-,11,0.42,-,-,2,0.13,14,0.93,-,-,3,0.20
2016,18,佐賀県,39,1.00,5,,26,1.13,30,1.30,76,3.30,5,0.22,1,0.04,11,0.48,14,0.61,-,-,4,0.17,44,1.91,-,-,1,0.25,-,-,-,-,2,0.33,-,-,2,0.33
2016,18,長崎県,153,2.19,9,,13,0.30,68,1.55,125,2.84,21,0.48,7,0.16,6,0.14,19,0.43,-,-,4,0.09,33,0.75,-,-,15,1.88,-,-,-,-,4,0.33,-,-,1,0.08
2016,18,熊本県,65,0.82,1,,17,0.35,40,0.82,197,4.02,13,0.27,2,0.04,26,0.53,33,0.67,-,-,8,0.16,51,1.04,-,-,14,1.56,-,-,-,-,3,0.20,-,-,3,0.20
2016,18,大分県,89,1.53,7,,14,0.39,80,2.22,292,8.11,22,0.61,9,0.25,8,0.22,26,0.72,4,0.11,2,0.06,11,0.31,-,-,1,0.20,-,-,-,-,6,0.55,-,-,-,-
2016,18,宮崎県,76,1.29,11,,32,0.89,75,2.08,312,8.67,17,0.47,1,0.03,26,0.72,31,0.86,-,-,1,0.03,118,3.28,-,-,12,2.00,-,-,-,-,5,0.71,-,-,3,0.43
2016,18,鹿児島県,251,2.70,22,,55,1.00,98,1.78,356,6.47,35,0.64,6,0.11,16,0.29,23,0.42,-,-,1,0.02,87,1.58,-,-,3,0.43,-,-,-,-,3,0.25,-,-,3,0.25
2016,18,沖縄県,276,4.76,82,,18,0.53,22,0.65,124,3.65,14,0.41,34,1.00,1,0.03,10,0.29,5,0.15,6,0.18,49,1.44,-,-,13,1.44,2,0.29,5,0.71,14,2.00,-,-,4,0.57
2016,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
