年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,47,群馬県,-,-,-,-,9,0.17,30,0.56,84,1.56,11,0.20,-,-,2,0.04,21,0.39,1,0.02,3,0.06,-,-,2,0.13,-,-,-,-,-,-,-,-,-,-
2020,47,埼玉県,5,0.02,-,-,52,0.34,101,0.66,359,2.36,39,0.26,5,0.03,7,0.05,77,0.51,5,0.03,12,0.08,-,-,10,0.26,-,-,1,0.09,-,-,-,-,-,-
2020,47,千葉県,-,-,-,-,16,0.12,78,0.59,180,1.35,20,0.15,1,0.01,3,0.02,50,0.38,4,0.03,10,0.08,-,-,17,0.53,-,-,-,-,-,-,-,-,-,-
2020,47,東京都,5,0.01,1,0.00,43,0.17,134,0.52,729,2.83,55,0.21,11,0.04,1,0.00,144,0.56,8,0.03,17,0.07,-,-,8,0.21,1,0.04,1,0.04,-,-,-,-,-,-
2020,47,神奈川県,2,0.01,4,0.02,27,0.12,139,0.64,460,2.11,41,0.19,3,0.01,3,0.01,103,0.47,-,-,15,0.07,-,-,23,0.49,-,-,-,-,-,-,-,-,-,-
2020,47,新潟県,2,0.02,-,-,27,0.47,122,2.14,160,2.81,24,0.42,2,0.04,1,0.02,21,0.37,-,-,2,0.04,-,-,1,0.10,-,-,-,-,-,-,-,-,-,-
2020,47,富山県,-,-,-,-,12,0.41,24,0.83,60,2.07,13,0.45,1,0.03,-,-,16,0.55,1,0.03,1,0.03,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2020,47,石川県,-,-,-,-,19,0.66,12,0.41,50,1.72,10,0.34,2,0.07,-,-,11,0.38,1,0.03,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2020,47,福井県,2,0.05,-,-,8,0.35,22,0.96,43,1.87,6,0.26,1,0.04,1,0.04,12,0.52,11,0.48,-,-,-,-,-,-,1,0.17,-,-,-,-,-,-,-,-
2020,47,山梨県,-,-,-,-,1,0.04,11,0.46,29,1.21,1,0.04,-,-,1,0.04,5,0.21,-,-,-,-,-,-,2,0.22,-,-,-,-,1,0.10,-,-,-,-
2020,47,長野県,-,-,-,-,1,0.02,36,0.67,95,1.76,17,0.31,-,-,-,-,26,0.48,2,0.04,3,0.06,-,-,3,0.27,-,-,-,-,-,-,-,-,-,-
2020,47,岐阜県,-,-,-,-,16,0.30,13,0.25,52,0.98,5,0.09,-,-,-,-,12,0.23,-,-,1,0.02,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2020,47,静岡県,2,0.01,-,-,17,0.19,46,0.52,151,1.70,9,0.10,1,0.01,2,0.02,42,0.47,5,0.06,2,0.02,-,-,6,0.27,-,-,-,-,-,-,-,-,-,-
2020,47,愛知県,-,-,-,-,46,0.25,155,0.85,301,1.65,31,0.17,-,-,3,0.02,66,0.36,5,0.03,4,0.02,-,-,4,0.11,-,-,-,-,-,-,-,-,-,-
2020,47,三重県,1,0.01,-,-,9,0.20,25,0.57,110,2.50,14,0.32,2,0.05,1,0.02,20,0.45,3,0.07,1,0.02,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2020,47,滋賀県,2,0.03,-,-,10,0.29,29,0.83,46,1.31,10,0.29,1,0.03,-,-,11,0.31,4,0.11,3,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,47,京都府,4,0.03,-,-,21,0.27,58,0.75,109,1.42,19,0.25,4,0.05,-,-,26,0.34,11,0.14,5,0.06,-,-,1,0.06,-,-,-,-,-,-,-,-,-,-
2020,47,大阪府,4,0.01,1,0.01,49,0.25,129,0.66,443,2.26,51,0.26,7,0.04,-,-,78,0.40,54,0.28,10,0.05,-,-,11,0.21,-,-,-,-,-,-,-,-,-,-
2020,47,兵庫県,1,0.01,3,0.02,33,0.26,84,0.65,310,2.40,25,0.19,7,0.05,1,0.01,40,0.31,61,0.47,6,0.05,1,0.03,7,0.20,-,-,4,0.29,-,-,-,-,-,-
2020,47,奈良県,-,-,-,-,11,0.32,16,0.47,74,2.18,10,0.29,-,-,-,-,18,0.53,4,0.12,-,-,-,-,1,0.10,-,-,-,-,-,-,-,-,-,-
2020,47,和歌山県,-,-,-,-,9,0.30,15,0.50,66,2.20,3,0.10,-,-,-,-,13,0.43,3,0.10,-,-,1,0.25,2,0.50,-,-,1,0.09,-,-,-,-,-,-
2020,47,鳥取県,-,-,-,-,4,0.21,48,2.53,25,1.32,17,0.89,5,0.26,-,-,10,0.53,18,0.95,1,0.05,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2020,47,島根県,1,0.03,1,0.04,6,0.26,8,0.35,47,2.04,4,0.17,3,0.13,-,-,9,0.39,11,0.48,-,-,-,-,-,-,-,-,-,-,2,0.25,-,-,-,-
2020,47,岡山県,3,0.04,2,0.04,11,0.20,19,0.35,162,3.00,6,0.11,9,0.17,-,-,10,0.19,14,0.26,3,0.06,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2020,47,広島県,3,0.03,2,0.03,26,0.36,47,0.65,130,1.81,13,0.18,59,0.82,-,-,33,0.46,15,0.21,3,0.04,-,-,7,0.37,-,-,-,-,-,-,-,-,-,-
2020,47,山口県,-,-,-,-,6,0.13,36,0.78,63,1.37,4,0.09,1,0.02,-,-,27,0.59,1,0.02,3,0.07,-,-,5,0.56,-,-,-,-,-,-,-,-,-,-
2020,47,徳島県,2,0.05,-,-,4,0.17,7,0.30,39,1.70,3,0.13,1,0.04,-,-,11,0.48,8,0.35,1,0.04,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-
2020,47,香川県,-,-,-,-,12,0.43,10,0.36,83,2.96,4,0.14,18,0.64,1,0.04,12,0.43,20,0.71,3,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,47,愛媛県,2,0.03,-,-,1,0.03,40,1.08,99,2.68,14,0.38,2,0.05,-,-,23,0.62,6,0.16,2,0.05,-,-,9,1.13,-,-,-,-,-,-,-,-,-,-
2020,47,高知県,-,-,-,-,1,0.04,24,0.86,35,1.25,10,0.36,35,1.25,-,-,9,0.32,20,0.71,3,0.11,-,-,-,-,-,-,1,0.13,1,0.13,-,-,-,-
2020,47,福岡県,-,-,-,-,48,0.40,271,2.26,1095,9.13,35,0.29,19,0.16,-,-,92,0.77,1,0.01,6,0.05,-,-,5,0.19,1,0.07,-,-,-,-,-,-,-,-
2020,47,佐賀県,-,-,1,0.04,19,0.83,27,1.17,138,6.00,1,0.04,2,0.09,2,0.09,18,0.78,-,-,1,0.04,-,-,-,-,-,-,-,-,3,0.50,-,-,-,-
2020,47,長崎県,-,-,6,0.14,5,0.11,56,1.27,70,1.59,15,0.34,-,-,3,0.07,17,0.39,2,0.05,1,0.02,-,-,2,0.25,-,-,-,-,3,0.25,-,-,-,-
2020,47,熊本県,-,-,8,0.16,16,0.32,29,0.58,214,4.28,13,0.26,27,0.54,1,0.02,38,0.76,4,0.08,4,0.08,-,-,5,0.56,-,-,-,-,1,0.07,-,-,-,-
2020,47,大分県,-,-,-,-,11,0.31,20,0.56,214,5.94,16,0.44,1,0.03,-,-,22,0.61,2,0.06,3,0.08,-,-,1,0.20,-,-,-,-,3,0.27,-,-,-,-
2020,47,宮崎県,-,-,5,0.14,19,0.53,80,2.22,92,2.56,8,0.22,49,1.36,2,0.06,28,0.78,40,1.11,4,0.11,-,-,1,0.17,-,-,-,-,-,-,-,-,-,-
2020,47,鹿児島県,1,0.01,120,2.22,35,0.65,45,0.83,203,3.76,37,0.69,45,0.83,-,-,40,0.74,4,0.07,8,0.15,-,-,4,0.57,-,-,-,-,-,-,-,-,-,-
2020,47,沖縄県,2,0.03,145,4.26,9,0.26,14,0.41,22,0.65,3,0.09,38,1.12,-,-,12,0.35,15,0.44,4,0.12,-,-,2,0.22,-,-,-,-,-,-,-,-,1,0.14
2020,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
