年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,百日咳_報告,百日咳_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2016,35,東京都,13,0.03,312,,77,0.30,311,1.21,1092,4.25,58,0.23,253,0.98,30,0.12,159,0.62,3,0.01,556,2.16,146,0.57,-,-,30,0.79,2,0.08,5,0.20,17,0.68,-,-,-,-
2016,35,神奈川県,21,0.07,156,,43,0.21,208,1.01,717,3.48,49,0.24,126,0.61,24,0.12,126,0.61,1,0.00,430,2.09,215,1.04,2,0.04,84,1.75,-,-,-,-,8,0.89,-,-,-,-
2016,35,新潟県,-,-,126,,11,0.19,54,0.93,182,3.14,16,0.28,30,0.52,10,0.17,41,0.71,5,0.09,222,3.83,139,2.40,-,-,3,0.30,-,-,1,0.08,4,0.31,-,-,-,-
2016,35,富山県,-,-,43,,13,0.45,15,0.52,108,3.72,3,0.10,5,0.17,3,0.10,15,0.52,-,-,94,3.24,101,3.48,-,-,1,0.14,-,-,-,-,4,0.80,-,-,1,0.20
2016,35,石川県,-,-,36,,14,0.48,44,1.52,113,3.90,8,0.28,31,1.07,2,0.07,15,0.52,-,-,76,2.62,23,0.79,-,-,1,0.14,-,-,-,-,11,2.20,-,-,-,-
2016,35,福井県,-,-,10,,41,1.86,37,1.68,121,5.50,1,0.05,4,0.18,1,0.05,5,0.23,1,0.05,30,1.36,11,0.50,-,-,-,-,-,-,-,-,5,0.83,-,-,-,-
2016,35,山梨県,1,0.02,1,,11,0.46,31,1.29,72,3.00,7,0.29,13,0.54,4,0.17,12,0.50,2,0.08,78,3.25,10,0.42,-,-,2,0.22,-,-,1,0.10,6,0.60,-,-,-,-
2016,35,長野県,-,-,8,,10,0.19,77,1.43,173,3.20,6,0.11,47,0.87,5,0.09,26,0.48,3,0.06,302,5.59,55,1.02,-,-,9,0.82,-,-,-,-,8,0.73,-,-,-,-
2016,35,岐阜県,2,0.02,9,,12,0.23,38,0.72,108,2.04,19,0.36,39,0.74,3,0.06,13,0.25,-,-,45,0.85,33,0.62,-,-,6,0.55,-,-,2,0.40,14,2.80,-,-,-,-
2016,35,静岡県,9,0.06,34,,39,0.44,146,1.64,342,3.84,14,0.16,41,0.46,4,0.04,36,0.40,2,0.02,96,1.08,51,0.57,-,-,19,0.90,-,-,1,0.10,7,0.70,-,-,-,-
2016,35,愛知県,3,0.02,40,,56,0.31,198,1.09,516,2.85,38,0.21,48,0.27,45,0.25,94,0.52,1,0.01,139,0.77,121,0.67,-,-,39,1.15,-,-,1,0.07,21,1.50,-,-,-,-
2016,35,三重県,2,0.03,49,,34,0.76,49,1.09,217,4.82,5,0.11,9,0.20,22,0.49,20,0.44,1,0.02,51,1.13,10,0.22,-,-,2,0.17,-,-,2,0.22,8,0.89,-,-,-,-
2016,35,滋賀県,-,-,13,,3,0.09,31,0.97,114,3.56,7,0.22,15,0.47,6,0.19,17,0.53,-,-,15,0.47,35,1.09,-,-,3,0.38,-,-,1,0.14,5,0.71,-,-,-,-
2016,35,京都府,1,0.01,38,,44,0.58,51,0.67,315,4.14,21,0.28,72,0.95,3,0.04,32,0.42,1,0.01,35,0.46,75,0.99,-,-,3,0.17,-,-,-,-,2,0.29,-,-,-,-
2016,35,大阪府,7,0.02,190,,103,0.51,260,1.29,806,4.01,42,0.21,49,0.24,14,0.07,110,0.55,6,0.03,142,0.71,319,1.59,1,0.02,53,1.02,1,0.06,2,0.12,23,1.35,-,-,1,0.06
2016,35,兵庫県,1,0.01,61,,90,0.70,89,0.70,692,5.41,41,0.32,39,0.30,20,0.16,58,0.45,2,0.02,74,0.58,174,1.36,-,-,12,0.34,-,-,-,-,18,1.29,-,-,-,-
2016,35,奈良県,-,-,24,,22,0.65,38,1.12,126,3.71,7,0.21,10,0.29,9,0.26,22,0.65,-,-,19,0.56,54,1.59,-,-,13,1.30,-,-,-,-,3,0.50,-,-,-,-
2016,35,和歌山県,-,-,8,,24,0.77,14,0.45,75,2.42,9,0.29,9,0.29,5,0.16,18,0.58,1,0.03,11,0.35,59,1.90,-,-,1,0.25,-,-,3,0.27,2,0.18,1,0.09,-,-
2016,35,鳥取県,-,-,5,,5,0.26,47,2.47,85,4.47,4,0.21,6,0.32,3,0.16,11,0.58,-,-,20,1.05,12,0.63,-,-,2,0.40,-,-,-,-,4,0.80,-,-,-,-
2016,35,島根県,-,-,7,,26,1.13,27,1.17,133,5.78,-,-,10,0.43,13,0.57,16,0.70,2,0.09,6,0.26,19,0.83,-,-,3,1.00,-,-,-,-,2,0.25,-,-,-,-
2016,35,岡山県,11,0.13,13,,10,0.19,44,0.81,244,4.52,8,0.15,11,0.20,3,0.06,33,0.61,1,0.02,26,0.48,45,0.83,1,0.08,1,0.08,-,-,4,0.80,4,0.80,-,-,-,-
2016,35,広島県,3,0.03,79,,45,0.63,68,0.94,363,5.04,24,0.33,8,0.11,17,0.24,32,0.44,13,0.18,27,0.38,61,0.85,1,0.05,13,0.68,-,-,1,0.05,13,0.62,-,-,-,-
2016,35,山口県,-,-,57,,25,0.52,62,1.29,213,4.44,7,0.15,11,0.23,24,0.50,29,0.60,2,0.04,43,0.90,29,0.60,-,-,1,0.11,-,-,-,-,9,1.00,-,-,-,-
2016,35,徳島県,-,-,28,,2,0.09,13,0.57,175,7.61,7,0.30,8,0.35,3,0.13,14,0.61,1,0.04,5,0.22,45,1.96,-,-,-,-,-,-,-,-,2,0.29,-,-,-,-
2016,35,香川県,-,-,14,,11,0.39,43,1.54,146,5.21,4,0.14,4,0.14,14,0.50,26,0.93,3,0.11,15,0.54,24,0.86,-,-,2,0.40,-,-,1,0.20,8,1.60,-,-,1,0.20
2016,35,愛媛県,2,0.03,22,,16,0.43,60,1.62,226,6.11,4,0.11,14,0.38,21,0.57,29,0.78,3,0.08,25,0.68,19,0.51,-,-,13,1.63,1,0.17,-,-,4,0.67,-,-,-,-
2016,35,高知県,-,-,18,,19,0.63,23,0.77,57,1.90,8,0.27,11,0.37,5,0.17,11,0.37,2,0.07,24,0.80,18,0.60,-,-,1,0.33,-,-,-,-,16,2.00,-,-,-,-
2016,35,福岡県,-,-,135,,159,1.33,273,2.28,749,6.24,27,0.23,68,0.57,18,0.15,95,0.79,3,0.03,46,0.38,137,1.14,1,0.04,28,1.08,1,0.07,2,0.13,23,1.53,-,-,-,-
2016,35,佐賀県,3,0.08,7,,13,0.57,18,0.78,52,2.26,6,0.26,3,0.13,3,0.13,17,0.74,-,-,15,0.65,26,1.13,-,-,3,0.75,-,-,3,0.50,3,0.50,-,-,-,-
2016,35,長崎県,-,-,29,,25,0.57,44,1.00,198,4.50,9,0.20,12,0.27,-,-,20,0.45,-,-,9,0.20,42,0.95,-,-,48,6.00,-,-,2,0.17,11,0.92,-,-,-,-
2016,35,熊本県,-,-,83,,16,0.32,38,0.76,357,7.14,20,0.40,31,0.62,2,0.04,42,0.84,-,-,34,0.68,111,2.22,-,-,12,1.33,1,0.07,3,0.20,8,0.53,-,-,-,-
2016,35,大分県,1,0.02,9,,40,1.11,86,2.39,284,7.89,10,0.28,9,0.25,5,0.14,18,0.50,-,-,38,1.06,19,0.53,-,-,2,0.40,-,-,-,-,11,1.00,-,-,1,0.09
2016,35,宮崎県,1,0.02,89,,35,0.97,36,1.00,218,6.06,11,0.31,44,1.22,34,0.94,33,0.92,1,0.03,43,1.19,56,1.56,-,-,22,3.67,-,-,-,-,6,0.86,-,-,-,-
2016,35,鹿児島県,26,0.28,45,,36,0.65,68,1.24,299,5.44,23,0.42,113,2.05,8,0.15,19,0.35,-,-,68,1.24,114,2.07,-,-,18,2.57,-,-,1,0.08,10,0.83,-,-,-,-
2016,35,沖縄県,38,0.66,5,,48,1.41,15,0.44,142,4.18,12,0.35,102,3.00,2,0.06,14,0.41,3,0.09,14,0.41,25,0.74,-,-,17,1.89,2,0.29,3,0.43,12,1.71,-,-,2,0.29
2016,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
