年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2024,07,福井県,909,23.31,6,0.24,47,1.88,125,5.00,146,5.84,3,0.12,14,0.56,-,-,4,0.16,-,-,-,-,-,-,1,0.33,-,-,-,-,2,0.33,-,-,-,-,389,9.97
2024,07,山梨県,398,9.71,-,-,28,1.17,45,1.88,103,4.29,6,0.25,-,-,-,-,5,0.21,-,-,3,0.13,-,-,4,0.44,-,-,-,-,-,-,-,-,-,-,526,12.83
2024,07,長野県,959,10.90,6,0.11,28,0.52,183,3.39,259,4.80,1,0.02,2,0.04,-,-,8,0.15,-,-,2,0.04,-,-,35,3.50,-,-,-,-,-,-,-,-,-,-,1244,14.14
2024,07,岐阜県,1045,12.01,9,0.17,19,0.36,115,2.17,241,4.55,1,0.02,6,0.11,-,-,13,0.25,3,0.06,-,-,-,-,1,0.09,-,-,-,-,1,0.20,-,-,-,-,1319,15.16
2024,07,静岡県,1802,12.96,4,0.04,76,0.85,260,2.92,453,5.09,7,0.08,4,0.04,1,0.01,17,0.19,1,0.01,4,0.04,-,-,2,0.09,-,-,-,-,4,0.40,-,-,-,-,1770,12.73
2024,07,愛知県,4735,24.28,10,0.05,84,0.46,389,2.14,889,4.88,7,0.04,5,0.03,1,0.01,29,0.16,-,-,1,0.01,-,-,4,0.11,1,0.07,-,-,1,0.07,-,-,-,-,2736,14.03
2024,07,三重県,1487,20.65,2,0.04,55,1.22,184,4.09,334,7.42,1,0.02,6,0.13,1,0.02,8,0.18,1,0.02,-,-,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-,753,10.46
2024,07,滋賀県,1066,17.77,1,0.03,27,0.75,58,1.61,149,4.14,7,0.19,7,0.19,-,-,5,0.14,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,503,8.38
2024,07,京都府,2842,22.74,7,0.09,49,0.64,179,2.36,374,4.92,6,0.08,13,0.17,1,0.01,9,0.12,-,-,4,0.05,-,-,2,0.11,-,-,-,-,-,-,-,-,-,-,877,7.02
2024,07,大阪府,6574,21.41,75,0.38,84,0.42,569,2.87,1163,5.87,18,0.09,107,0.54,3,0.02,39,0.20,14,0.07,6,0.03,-,-,12,0.23,-,-,1,0.06,2,0.11,-,-,-,-,1958,6.38
2024,07,兵庫県,3981,20.11,19,0.15,91,0.71,332,2.59,843,6.59,10,0.08,30,0.23,2,0.02,15,0.12,3,0.02,5,0.04,-,-,15,0.43,-,-,-,-,-,-,-,-,-,-,1196,6.04
2024,07,奈良県,1231,22.80,2,0.06,22,0.67,73,2.21,202,6.12,5,0.15,9,0.27,-,-,9,0.27,-,-,-,-,-,-,5,0.50,-,-,-,-,-,-,-,-,-,-,575,10.65
2024,07,和歌山県,881,17.98,12,0.40,28,0.93,50,1.67,199,6.63,1,0.03,9,0.30,-,-,2,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.09,404,8.24
2024,07,鳥取県,275,9.48,3,0.16,24,1.26,163,8.58,151,7.95,2,0.11,3,0.16,-,-,8,0.42,-,-,1,0.05,-,-,-,-,-,-,-,-,-,-,-,-,1,0.20,310,10.69
2024,07,島根県,246,6.47,3,0.13,8,0.35,44,1.91,142,6.17,1,0.04,4,0.17,-,-,5,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,310,8.16
2024,07,岡山県,1462,17.40,2,0.04,49,0.91,121,2.24,431,7.98,2,0.04,13,0.24,1,0.02,13,0.24,2,0.04,1,0.02,-,-,6,0.50,-,-,-,-,-,-,-,-,-,-,862,10.26
2024,07,広島県,2113,18.87,10,0.14,80,1.16,184,2.67,569,8.25,8,0.12,20,0.29,-,-,4,0.06,-,-,-,-,-,-,22,1.16,-,-,-,-,-,-,-,-,1,0.05,1056,9.43
2024,07,山口県,1283,19.15,4,0.09,33,0.77,232,5.40,193,4.49,4,0.09,-,-,-,-,15,0.35,-,-,-,-,-,-,5,0.56,-,-,-,-,2,0.22,-,-,-,-,618,9.22
2024,07,徳島県,510,13.78,2,0.09,9,0.39,51,2.22,113,4.91,2,0.09,8,0.35,1,0.04,6,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,402,10.86
2024,07,香川県,537,11.43,2,0.07,20,0.71,83,2.96,239,8.54,2,0.07,18,0.64,2,0.07,3,0.11,1,0.04,-,-,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-,508,10.81
2024,07,愛媛県,858,14.07,3,0.08,28,0.76,225,6.08,357,9.65,6,0.16,9,0.24,1,0.03,13,0.35,3,0.08,1,0.03,-,-,10,1.25,-,-,-,-,-,-,-,-,-,-,782,12.82
2024,07,高知県,670,15.23,1,0.04,11,0.42,168,6.46,88,3.38,4,0.15,3,0.12,1,0.04,3,0.12,2,0.08,1,0.04,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-,440,10.00
2024,07,福岡県,7340,37.07,19,0.16,71,0.59,859,7.16,614,5.12,23,0.19,37,0.31,-,-,34,0.28,-,-,4,0.03,1,0.04,8,0.31,-,-,-,-,-,-,-,-,-,-,1814,9.16
2024,07,佐賀県,1040,26.67,3,0.13,28,1.22,73,3.17,85,3.70,1,0.04,2,0.09,-,-,6,0.26,-,-,-,-,-,-,1,0.25,-,-,-,-,1,0.17,-,-,-,-,416,10.67
2024,07,長崎県,1592,22.74,-,-,44,1.00,160,3.64,116,2.64,14,0.32,10,0.23,1,0.02,10,0.23,-,-,-,-,1,0.13,6,0.75,-,-,-,-,-,-,-,-,-,-,691,9.87
2024,07,熊本県,2393,29.91,5,0.10,52,1.04,118,2.36,345,6.90,5,0.10,18,0.36,-,-,19,0.38,4,0.08,-,-,-,-,1,0.13,-,-,1,0.07,-,-,1,0.07,-,-,761,9.51
2024,07,大分県,1767,30.47,2,0.06,56,1.56,101,2.81,364,10.11,-,-,17,0.47,-,-,12,0.33,2,0.06,2,0.06,-,-,3,0.60,-,-,-,-,-,-,-,-,-,-,655,11.29
2024,07,宮崎県,1535,26.47,1,0.03,73,2.03,158,4.39,314,8.72,4,0.11,20,0.56,2,0.06,13,0.36,1,0.03,-,-,-,-,9,1.50,-,-,-,-,-,-,-,-,-,-,559,9.64
2024,07,鹿児島県,1783,20.03,10,0.20,203,3.98,237,4.65,494,9.69,15,0.29,27,0.53,-,-,15,0.29,2,0.04,2,0.04,-,-,6,0.86,-,-,-,-,-,-,-,-,-,-,790,8.88
2024,07,沖縄県,1530,28.33,3,0.10,24,0.77,153,4.94,75,2.42,6,0.19,1,0.03,-,-,4,0.13,-,-,1,0.03,-,-,8,1.00,-,-,-,-,6,0.86,-,-,-,-,371,6.87
2024,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
