年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2018,33,群馬県,-,-,22,0.47,14,0.30,37,0.79,78,1.66,3,0.06,57,1.21,-,-,19,0.40,110,2.34,4,0.09,-,-,12,0.80,-,-,1,0.11,3,0.33,-,-,-,-
2018,33,埼玉県,-,-,122,0.82,55,0.37,137,0.93,372,2.51,31,0.21,166,1.12,46,0.31,64,0.43,217,1.47,25,0.17,-,-,26,0.67,-,-,1,0.09,3,0.27,-,-,-,-
2018,33,千葉県,2,0.01,117,0.89,77,0.58,83,0.63,243,1.84,23,0.17,91,0.69,22,0.17,29,0.22,130,0.98,5,0.04,-,-,31,0.89,1,0.11,-,-,4,0.44,-,-,1,0.11
2018,33,東京都,12,0.03,317,1.39,50,0.22,202,0.89,557,2.44,28,0.12,160,0.70,139,0.61,70,0.31,340,1.49,7,0.03,-,-,15,0.45,2,0.08,3,0.12,5,0.20,1,0.04,-,-
2018,33,神奈川県,8,0.03,204,1.11,42,0.23,172,0.93,360,1.96,42,0.23,154,0.84,178,0.97,75,0.41,328,1.78,18,0.10,-,-,63,1.40,-,-,-,-,-,-,-,-,-,-
2018,33,新潟県,-,-,106,1.86,36,0.63,52,0.91,79,1.39,8,0.14,24,0.42,10,0.18,20,0.35,123,2.16,15,0.26,-,-,2,0.20,-,-,1,0.08,3,0.23,-,-,-,-
2018,33,富山県,-,-,17,0.59,16,0.55,30,1.03,118,4.07,2,0.07,5,0.17,2,0.07,10,0.34,35,1.21,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2018,33,石川県,-,-,26,0.90,8,0.28,35,1.21,73,2.52,10,0.34,5,0.17,6,0.21,10,0.34,65,2.24,1,0.03,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-
2018,33,福井県,3,0.09,42,1.91,8,0.36,26,1.18,86,3.91,1,0.05,18,0.82,1,0.05,11,0.50,45,2.05,7,0.32,-,-,5,1.67,-,-,-,-,1,0.17,-,-,-,-
2018,33,山梨県,-,-,7,0.29,4,0.17,14,0.58,22,0.92,2,0.08,13,0.54,8,0.33,3,0.13,42,1.75,4,0.17,-,-,8,0.89,-,-,1,0.10,6,0.60,-,-,1,0.10
2018,33,長野県,-,-,16,0.30,25,0.47,25,0.47,108,2.04,3,0.06,15,0.28,3,0.06,17,0.32,204,3.85,3,0.06,-,-,5,0.45,1,0.09,-,-,2,0.18,-,-,1,0.09
2018,33,岐阜県,-,-,51,0.96,5,0.09,18,0.34,75,1.42,8,0.15,12,0.23,2,0.04,7,0.13,61,1.15,3,0.06,-,-,2,0.18,-,-,-,-,1,0.20,-,-,-,-
2018,33,静岡県,8,0.06,109,1.22,51,0.57,55,0.62,222,2.49,12,0.13,50,0.56,8,0.09,26,0.29,137,1.54,23,0.26,-,-,17,0.77,-,-,2,0.20,2,0.20,-,-,-,-
2018,33,愛知県,6,0.03,239,1.31,21,0.12,120,0.66,246,1.35,28,0.15,75,0.41,7,0.04,31,0.17,218,1.20,8,0.04,-,-,20,0.57,2,0.13,1,0.07,12,0.80,-,-,-,-
2018,33,三重県,-,-,103,2.29,12,0.27,41,0.91,105,2.33,8,0.18,35,0.78,-,-,21,0.47,130,2.89,3,0.07,-,-,1,0.08,1,0.11,-,-,3,0.33,-,-,-,-
2018,33,滋賀県,-,-,16,0.52,10,0.32,11,0.35,92,2.97,11,0.35,38,1.23,-,-,6,0.19,80,2.58,8,0.26,-,-,15,1.88,-,-,1,0.14,-,-,-,-,-,-
2018,33,京都府,1,0.01,65,0.84,13,0.17,55,0.71,158,2.05,15,0.19,42,0.55,1,0.01,12,0.16,61,0.79,3,0.04,-,-,3,0.17,-,-,-,-,-,-,-,-,-,-
2018,33,大阪府,5,0.02,351,1.76,61,0.31,146,0.73,494,2.48,44,0.22,133,0.67,17,0.09,60,0.30,228,1.15,19,0.10,-,-,17,0.33,1,0.06,-,-,5,0.29,-,-,-,-
2018,33,兵庫県,-,-,123,0.97,38,0.30,60,0.47,367,2.89,28,0.22,106,0.83,5,0.04,41,0.32,129,1.02,6,0.05,-,-,11,0.31,-,-,1,0.07,1,0.07,-,-,-,-
2018,33,奈良県,-,-,58,1.71,6,0.18,39,1.15,96,2.82,5,0.15,34,1.00,5,0.15,10,0.29,62,1.82,1,0.03,-,-,22,2.20,-,-,-,-,1,0.17,-,-,-,-
2018,33,和歌山県,-,-,72,2.40,5,0.17,9,0.30,60,2.00,9,0.30,20,0.67,3,0.10,11,0.37,41,1.37,-,-,-,-,1,0.25,-,-,-,-,1,0.09,-,-,-,-
2018,33,鳥取県,6,0.21,15,0.79,4,0.21,53,2.79,81,4.26,-,-,8,0.42,-,-,6,0.32,27,1.42,2,0.11,-,-,3,0.60,1,0.20,-,-,-,-,-,-,-,-
2018,33,島根県,-,-,44,1.91,5,0.22,24,1.04,80,3.48,3,0.13,12,0.52,-,-,7,0.30,11,0.48,1,0.04,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-
2018,33,岡山県,-,-,63,1.17,23,0.43,50,0.93,260,4.81,8,0.15,11,0.20,5,0.09,19,0.35,34,0.63,8,0.15,-,-,8,0.67,-,-,-,-,1,0.20,-,-,-,-
2018,33,広島県,9,0.08,73,1.01,14,0.19,66,0.92,208,2.89,8,0.11,87,1.21,2,0.03,19,0.26,50,0.69,7,0.10,1,0.05,17,0.89,2,0.10,-,-,1,0.05,-,-,1,0.05
2018,33,山口県,-,-,93,1.98,6,0.13,59,1.26,52,1.11,12,0.26,34,0.72,1,0.02,14,0.30,37,0.79,2,0.04,-,-,8,0.89,-,-,-,-,1,0.11,-,-,-,-
2018,33,徳島県,3,0.08,76,3.30,7,0.30,22,0.96,111,4.83,7,0.30,27,1.17,2,0.09,14,0.61,46,2.00,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,33,香川県,1,0.02,39,1.39,5,0.18,28,1.00,154,5.50,12,0.43,16,0.57,-,-,16,0.57,19,0.68,7,0.25,-,-,10,2.00,-,-,-,-,2,0.40,-,-,1,0.20
2018,33,愛媛県,-,-,120,3.24,6,0.16,29,0.78,144,3.89,8,0.22,182,4.92,3,0.08,25,0.68,38,1.03,3,0.08,-,-,10,1.25,-,-,-,-,1,0.17,-,-,-,-
2018,33,高知県,-,-,22,0.73,17,0.57,24,0.80,60,2.00,7,0.23,47,1.57,5,0.17,12,0.40,13,0.43,1,0.03,-,-,14,4.67,-,-,-,-,5,0.63,-,-,-,-
2018,33,福岡県,4,0.02,221,1.84,52,0.43,150,1.25,469,3.91,29,0.24,144,1.20,4,0.03,50,0.42,128,1.07,23,0.19,1,0.04,20,0.77,-,-,-,-,-,-,-,-,-,-
2018,33,佐賀県,7,0.18,25,1.09,4,0.17,13,0.57,38,1.65,-,-,15,0.65,1,0.04,15,0.65,20,0.87,1,0.04,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
2018,33,長崎県,-,-,105,2.39,22,0.50,31,0.70,79,1.80,9,0.20,31,0.70,1,0.02,15,0.34,16,0.36,6,0.14,-,-,20,2.50,-,-,2,0.17,1,0.08,-,-,-,-
2018,33,熊本県,2,0.03,115,2.30,13,0.26,38,0.76,157,3.14,10,0.20,122,2.44,1,0.02,32,0.64,65,1.30,2,0.04,-,-,8,0.89,-,-,1,0.07,2,0.13,-,-,-,-
2018,33,大分県,2,0.03,110,3.06,1,0.03,43,1.19,219,6.08,31,0.86,73,2.03,1,0.03,26,0.72,91,2.53,14,0.39,-,-,6,1.20,-,-,-,-,-,-,-,-,-,-
2018,33,宮崎県,-,-,131,3.74,13,0.37,58,1.66,265,7.57,10,0.29,62,1.77,2,0.06,25,0.71,47,1.34,28,0.80,-,-,39,6.50,-,-,-,-,-,-,-,-,-,-
2018,33,鹿児島県,4,0.04,162,3.00,55,1.02,68,1.26,375,6.94,17,0.31,54,1.00,6,0.11,24,0.44,25,0.46,24,0.44,-,-,7,1.00,-,-,-,-,2,0.17,-,-,-,-
2018,33,沖縄県,97,1.67,47,1.38,33,0.97,31,0.91,141,4.15,14,0.41,116,3.41,3,0.09,13,0.38,32,0.94,5,0.15,-,-,40,4.44,2,0.29,2,0.29,1,0.14,-,-,2,0.29
2018,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
