年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,百日咳_報告,百日咳_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2016,49,千葉県,713,3.32,35,,46,0.34,535,3.96,3089,22.88,60,0.44,96,0.71,16,0.12,42,0.31,6,0.04,12,0.09,68,0.50,-,-,19,0.56,-,-,-,-,15,1.67,-,-,-,-
2016,49,東京都,1675,4.02,82,,119,0.45,741,2.82,7164,27.24,160,0.61,117,0.44,56,0.21,125,0.48,8,0.03,15,0.06,144,0.55,-,-,14,0.36,1,0.04,1,0.04,34,1.36,1,0.04,1,0.04
2016,49,神奈川県,1172,3.43,45,,61,0.28,473,2.20,5321,24.75,186,0.87,72,0.33,21,0.10,95,0.44,2,0.01,8,0.04,193,0.90,3,0.06,78,1.59,-,-,1,0.09,7,0.64,-,-,3,0.27
2016,49,新潟県,313,3.40,80,,40,0.69,168,2.90,689,11.88,66,1.14,5,0.09,3,0.05,21,0.36,2,0.03,5,0.09,170,2.93,-,-,8,0.80,-,-,1,0.08,14,1.08,1,0.08,-,-
2016,49,富山県,419,8.73,26,,17,0.59,45,1.55,607,20.93,6,0.21,-,-,2,0.07,6,0.21,-,-,1,0.03,151,5.21,-,-,1,0.14,-,-,-,-,14,2.80,-,-,-,-
2016,49,石川県,306,6.38,22,,32,1.10,65,2.24,477,16.45,18,0.62,5,0.17,-,-,12,0.41,-,-,-,-,16,0.55,-,-,3,0.43,-,-,-,-,8,1.60,-,-,-,-
2016,49,福井県,237,7.41,28,,24,1.09,62,2.82,555,25.23,21,0.95,4,0.18,2,0.09,10,0.45,-,-,-,-,20,0.91,-,-,-,-,1,0.17,-,-,10,1.67,-,-,-,-
2016,49,山梨県,145,3.54,10,,17,0.71,46,1.92,432,18.00,9,0.38,19,0.79,1,0.04,1,0.04,-,-,-,-,36,1.50,-,-,12,1.33,-,-,-,-,10,1.00,-,-,-,-
2016,49,長野県,174,2.00,112,,7,0.13,106,1.96,761,14.09,35,0.65,23,0.43,11,0.20,15,0.28,1,0.02,1,0.02,121,2.24,-,-,14,1.27,-,-,-,-,17,1.55,-,-,1,0.09
2016,49,岐阜県,260,2.99,58,,26,0.49,45,0.85,574,10.83,15,0.28,16,0.30,-,-,17,0.32,1,0.02,-,-,74,1.40,-,-,8,0.73,-,-,-,-,28,5.60,-,-,2,0.40
2016,49,静岡県,331,2.38,68,,32,0.36,372,4.18,1862,20.92,44,0.49,65,0.73,5,0.06,36,0.40,-,-,7,0.08,64,0.72,-,-,20,0.95,-,-,-,-,13,1.30,2,0.20,-,-
2016,49,愛知県,500,2.56,171,,55,0.30,312,1.72,3714,20.52,87,0.48,74,0.41,12,0.07,58,0.32,1,0.01,11,0.06,74,0.41,-,-,10,0.29,1,0.07,-,-,27,1.93,-,-,-,-
2016,49,三重県,120,1.67,36,,18,0.40,55,1.22,1178,26.18,19,0.42,23,0.51,11,0.24,14,0.31,-,-,2,0.04,23,0.51,-,-,-,-,-,-,2,0.22,7,0.78,-,-,-,-
2016,49,滋賀県,81,1.53,38,,5,0.16,45,1.41,509,15.91,15,0.47,26,0.81,1,0.03,5,0.16,-,-,8,0.25,23,0.72,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
2016,49,京都府,255,2.04,60,,51,0.67,98,1.29,1063,13.99,26,0.34,13,0.17,5,0.07,18,0.24,-,-,5,0.07,67,0.88,-,-,3,0.17,-,-,-,-,7,1.00,-,-,1,0.14
2016,49,大阪府,633,2.05,303,,135,0.67,490,2.44,3927,19.54,124,0.62,53,0.26,9,0.04,65,0.32,2,0.01,16,0.08,284,1.41,1,0.02,32,0.62,-,-,1,0.06,42,2.47,-,-,-,-
2016,49,兵庫県,453,2.29,166,,51,0.40,178,1.39,3009,23.51,98,0.77,48,0.38,25,0.20,44,0.34,4,0.03,9,0.07,185,1.45,-,-,13,0.37,1,0.09,-,-,14,1.27,-,-,-,-
2016,49,奈良県,96,1.78,58,,28,0.82,71,2.09,658,19.35,19,0.56,7,0.21,4,0.12,20,0.59,-,-,1,0.03,58,1.71,-,-,7,0.70,-,-,1,0.17,13,2.17,-,-,-,-
2016,49,和歌山県,99,2.11,48,,14,0.48,18,0.62,343,11.83,27,0.93,5,0.17,1,0.03,18,0.62,1,0.03,1,0.03,81,2.79,-,-,1,0.25,-,-,-,-,6,0.60,-,-,-,-
2016,49,鳥取県,15,0.52,39,,5,0.26,87,4.58,364,19.16,22,1.16,3,0.16,-,-,3,0.16,1,0.05,1,0.05,24,1.26,-,-,9,1.80,1,0.20,2,0.40,6,1.20,-,-,-,-
2016,49,島根県,34,0.89,13,,14,0.61,42,1.83,301,13.09,10,0.43,24,1.04,12,0.52,10,0.43,-,-,-,-,28,1.22,-,-,1,0.33,-,-,-,-,5,0.63,-,-,-,-
2016,49,岡山県,137,1.63,25,,15,0.28,37,0.69,1030,19.07,21,0.39,66,1.22,3,0.06,20,0.37,-,-,5,0.09,30,0.56,-,-,9,0.75,-,-,-,-,2,0.40,-,-,-,-
2016,49,広島県,384,3.34,58,,48,0.67,122,1.69,1039,14.43,31,0.43,39,0.54,15,0.21,13,0.18,2,0.03,6,0.08,41,0.57,1,0.05,13,0.68,-,-,-,-,20,0.95,-,-,-,-
2016,49,山口県,87,1.28,101,,26,0.54,88,1.83,857,17.85,16,0.33,10,0.21,14,0.29,21,0.44,1,0.02,5,0.10,126,2.63,-,-,-,-,1,0.11,-,-,7,0.78,-,-,-,-
2016,49,徳島県,26,0.70,67,,7,0.30,37,1.61,379,16.48,1,0.04,16,0.70,11,0.48,16,0.70,-,-,1,0.04,33,1.43,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
2016,49,香川県,197,4.19,61,,12,0.43,58,2.07,474,16.93,3,0.11,17,0.61,5,0.18,7,0.25,3,0.11,5,0.18,30,1.07,-,-,3,0.60,-,-,-,-,9,1.80,-,-,-,-
2016,49,愛媛県,141,2.31,40,,7,0.19,83,2.24,718,19.41,12,0.32,36,0.97,21,0.57,23,0.62,3,0.08,1,0.03,36,0.97,-,-,6,0.75,-,-,-,-,9,1.50,-,-,1,0.17
2016,49,高知県,44,0.92,42,,7,0.23,62,2.07,203,6.77,29,0.97,2,0.07,6,0.20,7,0.23,2,0.07,4,0.13,15,0.50,-,-,1,0.33,-,-,-,-,7,0.88,-,-,2,0.25
2016,49,福岡県,526,2.66,140,,92,0.77,406,3.38,1584,13.20,84,0.70,133,1.11,7,0.06,52,0.43,6,0.05,20,0.17,117,0.98,-,-,19,0.73,1,0.07,-,-,20,1.33,1,0.07,-,-
2016,49,佐賀県,77,1.97,57,,13,0.57,55,2.39,263,11.43,13,0.57,28,1.22,-,-,10,0.43,-,-,9,0.39,17,0.74,-,-,3,0.75,-,-,-,-,4,0.67,-,-,-,-
2016,49,長崎県,77,1.10,36,,22,0.50,108,2.45,302,6.86,33,0.75,35,0.80,-,-,15,0.34,1,0.02,17,0.39,47,1.07,-,-,10,1.25,-,-,-,-,12,1.00,-,-,-,-
2016,49,熊本県,71,0.89,103,,30,0.60,97,1.94,708,14.16,45,0.90,75,1.50,2,0.04,26,0.52,2,0.04,23,0.46,70,1.40,1,0.11,21,2.33,-,-,1,0.07,10,0.67,-,-,-,-
2016,49,大分県,82,1.41,59,,18,0.50,130,3.61,562,15.61,37,1.03,23,0.64,2,0.06,24,0.67,3,0.08,13,0.36,29,0.81,-,-,1,0.20,-,-,-,-,9,0.82,-,-,5,0.45
2016,49,宮崎県,43,0.73,22,,21,0.58,76,2.11,937,26.03,32,0.89,99,2.75,28,0.78,29,0.81,-,-,7,0.19,20,0.56,-,-,15,3.00,-,-,-,-,11,1.57,-,-,-,-
2016,49,鹿児島県,187,2.01,37,,36,0.65,83,1.51,848,15.42,43,0.78,128,2.33,6,0.11,19,0.35,-,-,6,0.11,142,2.58,-,-,1,0.14,-,-,-,-,4,0.33,-,-,-,-
2016,49,沖縄県,559,9.64,7,,12,0.35,40,1.18,272,8.00,17,0.50,5,0.15,-,-,8,0.24,2,0.06,5,0.15,7,0.21,-,-,11,1.22,-,-,2,0.29,11,1.57,-,-,3,0.43
2016,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
