年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2024,18,埼玉県,83,0.33,222,1.41,64,0.41,546,3.46,463,2.93,23,0.15,38,0.24,11,0.07,34,0.22,2,0.01,10,0.06,1,0.02,21,0.51,-,-,1,0.08,-,-,-,-,1,0.08,549,2.18
2024,18,千葉県,80,0.41,128,1.05,33,0.27,342,2.80,271,2.22,11,0.09,17,0.14,2,0.02,24,0.20,2,0.02,6,0.05,2,0.06,15,0.47,-,-,-,-,1,0.11,-,-,-,-,541,2.77
2024,18,東京都,141,0.35,325,1.26,64,0.25,595,2.31,678,2.63,29,0.11,45,0.17,22,0.09,58,0.22,6,0.02,19,0.07,2,0.05,18,0.46,-,-,-,-,2,0.08,-,-,-,-,605,1.48
2024,18,神奈川県,104,0.30,197,0.88,57,0.26,406,1.82,372,1.67,26,0.12,41,0.18,21,0.09,31,0.14,8,0.04,14,0.06,2,0.05,62,1.48,-,-,-,-,-,-,-,-,-,-,618,1.77
2024,18,新潟県,44,0.51,80,1.45,57,1.04,168,3.05,119,2.16,7,0.13,10,0.18,-,-,10,0.18,1,0.02,1,0.02,-,-,3,0.30,-,-,-,-,-,-,-,-,-,-,205,2.36
2024,18,富山県,19,0.40,19,0.68,15,0.54,78,2.79,197,7.04,5,0.18,4,0.14,-,-,6,0.21,2,0.07,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-,97,2.06
2024,18,石川県,11,0.23,21,0.72,15,0.52,61,2.10,136,4.69,5,0.17,22,0.76,-,-,1,0.03,1,0.03,-,-,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-,106,2.21
2024,18,福井県,17,0.44,75,3.00,9,0.36,61,2.44,89,3.56,2,0.08,94,3.76,-,-,7,0.28,4,0.16,2,0.08,-,-,-,-,1,0.17,1,0.17,5,0.83,-,-,-,-,41,1.05
2024,18,山梨県,34,0.83,10,0.42,16,0.67,70,2.92,48,2.00,-,-,10,0.42,1,0.04,3,0.13,2,0.08,-,-,-,-,14,1.56,1,0.10,-,-,-,-,-,-,-,-,79,1.93
2024,18,長野県,54,0.62,22,0.41,23,0.43,152,2.81,165,3.06,6,0.11,7,0.13,-,-,8,0.15,-,-,3,0.06,-,-,9,1.00,-,-,-,-,-,-,-,-,-,-,242,2.78
2024,18,岐阜県,18,0.21,53,1.00,8,0.15,127,2.40,76,1.43,3,0.06,8,0.15,1,0.02,7,0.13,-,-,2,0.04,-,-,2,0.18,-,-,1,0.20,-,-,-,-,-,-,233,2.68
2024,18,静岡県,53,0.38,120,1.35,42,0.47,211,2.37,208,2.34,11,0.12,11,0.12,1,0.01,31,0.35,-,-,3,0.03,-,-,2,0.09,-,-,-,-,1,0.10,-,-,-,-,277,1.99
2024,18,愛知県,75,0.38,226,1.24,27,0.15,333,1.83,275,1.51,19,0.10,23,0.13,-,-,31,0.17,2,0.01,3,0.02,-,-,6,0.17,-,-,-,-,2,0.13,-,-,-,-,494,2.53
2024,18,三重県,15,0.21,121,2.69,25,0.56,120,2.67,133,2.96,7,0.16,14,0.31,-,-,10,0.22,2,0.04,-,-,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-,90,1.25
2024,18,滋賀県,21,0.37,54,1.59,13,0.38,55,1.62,87,2.56,-,-,17,0.50,-,-,8,0.24,4,0.12,2,0.06,-,-,1,0.11,-,-,-,-,2,0.29,-,-,-,-,88,1.54
2024,18,京都府,69,0.55,96,1.26,34,0.45,87,1.14,202,2.66,14,0.18,38,0.50,-,-,9,0.12,9,0.12,2,0.03,-,-,1,0.06,-,-,-,-,1,0.14,-,-,-,-,251,2.01
2024,18,大阪府,86,0.28,365,1.87,78,0.40,452,2.32,618,3.17,17,0.09,231,1.18,3,0.02,38,0.19,30,0.15,5,0.03,1,0.02,19,0.37,-,-,-,-,9,0.50,-,-,1,0.06,501,1.65
2024,18,兵庫県,50,0.25,233,1.81,29,0.22,268,2.08,476,3.69,7,0.05,93,0.72,1,0.01,22,0.17,7,0.05,3,0.02,-,-,7,0.21,-,-,1,0.07,1,0.07,-,-,-,-,362,1.83
2024,18,奈良県,17,0.31,106,3.21,20,0.61,50,1.52,98,2.97,1,0.03,45,1.36,-,-,4,0.12,2,0.06,3,0.09,-,-,2,0.22,-,-,-,-,-,-,-,-,1,0.17,100,1.85
2024,18,和歌山県,6,0.12,95,3.17,5,0.17,62,2.07,107,3.57,2,0.07,27,0.90,-,-,8,0.27,6,0.20,2,0.07,-,-,-,-,-,-,1,0.09,-,-,-,-,1,0.09,131,2.67
2024,18,鳥取県,10,0.34,9,0.47,25,1.32,101,5.32,80,4.21,1,0.05,4,0.21,-,-,2,0.11,2,0.11,2,0.11,-,-,-,-,-,-,-,-,-,-,1,0.20,-,-,87,3.00
2024,18,島根県,21,0.55,3,0.13,9,0.39,45,1.96,61,2.65,-,-,5,0.22,-,-,14,0.61,2,0.09,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,2.61
2024,18,岡山県,21,0.25,17,0.31,32,0.59,106,1.96,159,2.94,2,0.04,36,0.67,-,-,7,0.13,5,0.09,2,0.04,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-,204,2.43
2024,18,広島県,31,0.28,86,1.26,50,0.74,130,1.91,202,2.97,2,0.03,31,0.46,1,0.01,14,0.21,1,0.01,-,-,-,-,19,1.00,-,-,-,-,-,-,-,-,-,-,204,1.85
2024,18,山口県,60,0.90,142,3.30,25,0.58,142,3.30,119,2.77,-,-,1,0.02,-,-,11,0.26,1,0.02,1,0.02,-,-,5,0.56,-,-,-,-,-,-,-,-,-,-,96,1.43
2024,18,徳島県,8,0.22,27,1.17,1,0.04,37,1.61,29,1.26,1,0.04,47,2.04,-,-,8,0.35,1,0.04,-,-,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-,48,1.30
2024,18,香川県,15,0.32,23,0.82,9,0.32,85,3.04,75,2.68,2,0.07,13,0.46,-,-,3,0.11,-,-,4,0.14,-,-,1,0.20,1,0.20,-,-,3,0.60,-,-,-,-,57,1.21
2024,18,愛媛県,38,0.62,61,1.65,6,0.16,171,4.62,122,3.30,4,0.11,146,3.95,-,-,11,0.30,44,1.19,-,-,-,-,5,0.63,-,-,-,-,-,-,-,-,-,-,80,1.31
2024,18,高知県,15,0.34,19,0.76,7,0.28,27,1.08,46,1.84,6,0.24,28,1.12,2,0.08,6,0.24,6,0.24,1,0.04,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-,88,2.00
2024,18,福岡県,40,0.20,169,1.41,76,0.63,554,4.62,359,2.99,30,0.25,168,1.40,3,0.03,33,0.28,5,0.04,10,0.08,-,-,4,0.15,-,-,-,-,2,0.13,-,-,1,0.07,465,2.35
2024,18,佐賀県,4,0.10,50,2.17,16,0.70,45,1.96,22,0.96,2,0.09,7,0.30,-,-,8,0.35,2,0.09,-,-,-,-,-,-,1,0.17,-,-,4,0.67,-,-,-,-,104,2.67
2024,18,長崎県,37,0.53,19,0.43,37,0.84,126,2.86,54,1.23,1,0.02,30,0.68,-,-,8,0.18,-,-,1,0.02,-,-,3,0.38,-,-,-,-,1,0.08,-,-,-,-,118,1.69
2024,18,熊本県,31,0.39,45,0.90,21,0.42,117,2.34,176,3.52,5,0.10,33,0.66,-,-,26,0.52,6,0.12,1,0.02,-,-,2,0.22,-,-,1,0.07,-,-,-,-,-,-,127,1.61
2024,18,大分県,46,0.79,37,1.03,30,0.83,107,2.97,224,6.22,4,0.11,197,5.47,-,-,14,0.39,35,0.97,1,0.03,-,-,1,0.20,-,-,-,-,3,0.27,-,-,1,0.09,88,1.52
2024,18,宮崎県,18,0.31,38,1.06,21,0.58,139,3.86,97,2.69,6,0.17,58,1.61,1,0.03,21,0.58,4,0.11,-,-,-,-,1,0.17,-,-,-,-,-,-,-,-,-,-,93,1.60
2024,18,鹿児島県,71,0.80,90,1.76,97,1.90,140,2.75,163,3.20,4,0.08,126,2.47,-,-,17,0.33,8,0.16,1,0.02,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-,343,3.85
2024,18,沖縄県,120,2.26,42,1.40,10,0.33,57,1.90,38,1.27,10,0.33,37,1.23,-,-,6,0.20,6,0.20,1,0.03,-,-,6,0.75,3,0.43,1,0.14,17,2.43,-,-,-,-,518,9.77
2024,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
