年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,46,富山県,-,-,1,0.03,8,0.28,28,0.97,63,2.17,23,0.79,1,0.03,-,-,9,0.31,1,0.03,-,-,-,-,1,0.14,-,-,-,-,1,0.20,-,-,-,-
2020,46,石川県,-,-,-,-,4,0.14,12,0.41,41,1.41,4,0.14,2,0.07,1,0.03,11,0.38,2,0.07,-,-,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-
2020,46,福井県,-,-,1,0.04,7,0.30,18,0.78,30,1.30,3,0.13,1,0.04,-,-,9,0.39,6,0.26,-,-,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-
2020,46,山梨県,-,-,-,-,-,-,10,0.42,39,1.63,2,0.08,-,-,2,0.08,7,0.29,-,-,1,0.04,-,-,4,0.44,-,-,-,-,-,-,-,-,-,-
2020,46,長野県,-,-,-,-,4,0.07,29,0.54,110,2.04,14,0.26,-,-,2,0.04,14,0.26,3,0.06,3,0.06,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2020,46,岐阜県,1,0.01,-,-,11,0.21,13,0.25,43,0.81,4,0.08,-,-,1,0.02,15,0.28,-,-,-,-,-,-,3,0.27,-,-,-,-,1,0.20,-,-,-,-
2020,46,静岡県,1,0.01,-,-,16,0.18,47,0.53,120,1.35,10,0.11,-,-,-,-,29,0.33,7,0.08,5,0.06,-,-,5,0.23,-,-,-,-,-,-,-,-,-,-
2020,46,愛知県,-,-,5,0.03,36,0.20,139,0.76,280,1.54,17,0.09,-,-,2,0.01,58,0.32,4,0.02,5,0.03,-,-,2,0.06,-,-,-,-,-,-,-,-,-,-
2020,46,三重県,2,0.03,-,-,11,0.24,16,0.36,80,1.78,10,0.22,-,-,1,0.02,19,0.42,2,0.04,1,0.02,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
2020,46,滋賀県,1,0.02,-,-,12,0.33,35,0.97,51,1.42,5,0.14,-,-,1,0.03,8,0.22,2,0.06,6,0.17,-,-,2,0.25,1,0.14,-,-,-,-,-,-,-,-
2020,46,京都府,-,-,-,-,11,0.14,33,0.43,112,1.45,16,0.21,8,0.10,1,0.01,24,0.31,10,0.13,2,0.03,-,-,1,0.06,-,-,-,-,1,0.14,-,-,-,-
2020,46,大阪府,2,0.01,3,0.02,45,0.23,106,0.54,388,1.98,46,0.23,4,0.02,-,-,77,0.39,59,0.30,14,0.07,-,-,10,0.19,-,-,-,-,-,-,-,-,-,-
2020,46,兵庫県,-,-,2,0.02,30,0.23,55,0.43,265,2.05,17,0.13,1,0.01,2,0.02,42,0.33,70,0.54,5,0.04,1,0.03,5,0.14,1,0.07,-,-,1,0.07,-,-,-,-
2020,46,奈良県,-,-,-,-,1,0.03,6,0.18,56,1.65,5,0.15,-,-,-,-,10,0.29,4,0.12,1,0.03,-,-,1,0.10,-,-,1,0.17,-,-,-,-,-,-
2020,46,和歌山県,-,-,-,-,7,0.23,14,0.47,43,1.43,5,0.17,-,-,-,-,12,0.40,1,0.03,2,0.07,-,-,-,-,-,-,-,-,2,0.18,-,-,-,-
2020,46,鳥取県,-,-,-,-,3,0.16,41,2.16,28,1.47,3,0.16,3,0.16,-,-,7,0.37,13,0.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.20
2020,46,島根県,-,-,1,0.04,5,0.22,19,0.83,38,1.65,3,0.13,5,0.22,-,-,14,0.61,15,0.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,46,岡山県,4,0.05,1,0.02,6,0.11,19,0.35,137,2.54,10,0.19,4,0.07,1,0.02,12,0.22,14,0.26,3,0.06,-,-,4,0.33,-,-,-,-,-,-,-,-,-,-
2020,46,広島県,-,-,-,-,21,0.29,40,0.56,135,1.88,21,0.29,46,0.64,-,-,26,0.36,34,0.47,2,0.03,-,-,11,0.58,-,-,-,-,-,-,-,-,-,-
2020,46,山口県,-,-,-,-,11,0.24,28,0.61,61,1.33,5,0.11,1,0.02,1,0.02,30,0.65,7,0.15,1,0.02,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
2020,46,徳島県,-,-,-,-,7,0.30,11,0.48,39,1.70,1,0.04,-,-,1,0.04,9,0.39,3,0.13,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,46,香川県,-,-,-,-,10,0.36,10,0.36,65,2.32,7,0.25,9,0.32,-,-,13,0.46,27,0.96,3,0.11,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2020,46,愛媛県,2,0.03,-,-,4,0.11,38,1.03,100,2.70,5,0.14,1,0.03,1,0.03,26,0.70,4,0.11,4,0.11,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
2020,46,高知県,-,-,-,-,2,0.07,14,0.50,30,1.07,8,0.29,26,0.93,1,0.04,9,0.32,12,0.43,-,-,-,-,-,-,-,-,-,-,1,0.13,1,0.13,-,-
2020,46,福岡県,-,-,-,-,50,0.42,221,1.84,917,7.64,23,0.19,20,0.17,1,0.01,71,0.59,6,0.05,3,0.03,-,-,2,0.08,3,0.20,-,-,-,-,-,-,-,-
2020,46,佐賀県,-,-,-,-,23,1.00,29,1.26,109,4.74,10,0.43,-,-,-,-,19,0.83,3,0.13,1,0.04,-,-,2,0.50,-,-,-,-,1,0.17,-,-,-,-
2020,46,長崎県,-,-,1,0.02,11,0.25,48,1.09,53,1.20,13,0.30,-,-,1,0.02,24,0.55,2,0.05,2,0.05,-,-,2,0.25,-,-,1,0.08,-,-,-,-,-,-
2020,46,熊本県,-,-,1,0.02,13,0.26,31,0.62,126,2.52,6,0.12,17,0.34,2,0.04,38,0.76,9,0.18,3,0.06,-,-,4,0.44,-,-,-,-,-,-,-,-,-,-
2020,46,大分県,-,-,-,-,12,0.33,28,0.78,167,4.64,14,0.39,-,-,1,0.03,13,0.36,3,0.08,1,0.03,-,-,3,0.60,-,-,-,-,1,0.09,-,-,-,-
2020,46,宮崎県,1,0.02,1,0.03,17,0.47,84,2.33,108,3.00,5,0.14,43,1.19,-,-,16,0.44,34,0.94,1,0.03,-,-,5,0.83,-,-,-,-,-,-,-,-,-,-
2020,46,鹿児島県,-,-,124,2.30,19,0.35,65,1.20,188,3.48,7,0.13,62,1.15,-,-,20,0.37,3,0.06,3,0.06,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
2020,46,沖縄県,-,-,148,4.35,6,0.18,24,0.71,24,0.71,2,0.06,32,0.94,1,0.03,9,0.26,14,0.41,1,0.03,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
2020,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
